1000001	佛光之夜	\N	Fó Guāng zhī yè	Night of the Buddha's Light	phrase	活动	Activity	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000001
1000002	真善美新闻奖	真善美新聞獎	zhēn shàn měi xīnwén jiǎng	Truthful, Virtuous, and Beautiful Media Award	phrase	奖	Award	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000002
1000003	全球华文文学星云奖	全球華文文學星雲獎	Quánqiú Huá wén wénxué Xīng Yún jiǎng	Hsing Yun Award for Global Chinese Literature / Hsing Yun Global Chinese Literature Award The Hsing Yun Global Chinese Literature Award	phrase	奖	Award	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000003
1000004	终身教育典范奖	終身教育典範獎	Zhōngshēn jiàoyù diǎnfàn jiǎng	Lifelong Role-Model for Education Award	phrase	奖	Award	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000004
1000005	善美传播贡献奖	善美傳播貢獻獎	Shàn měi chuánbō gòngxiàn jiǎng	Truthful, Virtuous, and Beautiful Media Awards	phrase	奖	Award	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000005
1000006	三好校园奖	三好校園獎	Sān Hǎo xiàoyuán jiǎng	Three Acts of Goodness School Awards	phrase	奖	Award	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000006
1000007	全球华文文学奖	全球華文文學獎	Quánqiú Huá wén wénxué jiǎng	Global Chinese Literature Awards	phrase	奖	Award	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000007
1000008	公是与公非	公是與公非	Gōng shì yǔ gōng fēi	One Truth for All	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000008
1000009	同体与共生	同體與共生	Tóngtǐ yǔ gòngshēng	Oneness and Coexistence	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000009
1000010	圆满与自在	圓滿與自在	Yuánmǎn yǔ zìzai	Wholeness and Freeness	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000010
1000011	尊重与包容	尊重與包容	zūnzhòng yǔ bāoróng	Respect and Tolerance	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000011
1000012	平等与和平	平等與和平	píngděng yǔ hépíng	Peace and Equality	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000012
1000013	幸福与安乐	幸福與安樂	xìngfú yǔ ānlè	Happiness and Peace	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	BLIA Theme (FoguangPedia)	1000013
1000014	环保与心保	環保與心保	huánbǎo yǔ xīn bǎo	Environmental and Spiritual Preservation	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000014
1000015	发心与发展	發心與發展	fàxīn yǔ fāzhǎn	To Develop and To Resolve	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000015
1000016	自然与生命	自然與生命	zìrán yǔ shēngmìng	Nature and Life	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000016
1000017	自觉与行佛	自覺與行佛	zìjué yǔ xíng Fó	Self-awareness and Practicing the Buddha’s Way	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000017
1000018	菩萨与义工	菩薩與義工	púsà yǔ yìgōng	Bodhisattva and Volunteer	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000018
1000019	欢喜与融和	歡喜與融和	huānxǐ yǔ rónghé	Joy and Harmony	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000019
1000020	自在与圆满	自在與圓滿	zìzai yǔ yuánmǎn	Wholeness and Freeness	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000020
1000021	公是公非	\N	gōng shì gōng fēi	One Truth for All	phrase	主题	Theme	佛教	Buddhism	佛光山	Fo Guang Shan	\N	\N	(FoguangPedia)	1000021
